LOCATION,LAND_AREA,ROAD_ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,AMENITIES,Tole,City,City_Tole_Encoded,total_rooms,area_road_interaction,room_age_interaction,LAND_AREA_squared,room_density_squared,PRICE
243,2.3978952727983707,3.044522437723423,4,2.5,6.0,3.0,2074.0,1218,157,13,357,9.0,200.0,63.0,100.0,0.6694214876033059,17.370858648025116
93,2.3978952727983707,2.6390573296152584,11,3.5,4.0,3.0,2076.0,400,1,10,49,7.0,130.0,35.0,100.0,0.4049586776859504,17.1654146803266
153,2.3978952727983707,2.70805020110221,20,2.5,5.0,5.0,2070.0,362,61,10,91,10.0,140.0,110.0,100.0,0.8264462809917354,17.281246492014
414,2.3978952727983707,3.044522437723423,4,2.0,5.0,3.0,2064.0,713,335,13,389,8.0,200.0,136.0,100.0,0.5289256198347108,17.073607134447293
223,2.3978952727983707,3.044522437723423,4,2.5,4.0,4.0,2072.0,1057,134,10,139,8.0,200.0,72.0,100.0,0.5289256198347108,17.216707972959764
103,2.3978952727983707,3.044522437723423,24,2.5,7.0,4.0,2062.0,97,10,13,336,11.0,200.0,209.0,100.0,1.0,17.804494623047066
346,2.3978952727983707,1.6094379124341003,20,2.0,4.0,2.0,2072.0,864,265,13,380,6.0,40.0,54.0,100.0,0.29752066115702475,16.5563506464056
185,2.3978952727983707,2.6390573296152584,4,4.0,8.0,12.0,2063.0,543,93,10,112,20.0,130.0,360.0,100.0,3.305785123966942,18.064005814299346
252,2.3978952727983707,2.5649493574615367,11,2.5,5.0,3.0,2073.0,421,166,13,359,8.0,120.0,64.0,100.0,0.5289256198347108,16.88356353960952
454,2.3978952727983707,2.3978952727983707,4,3.0,5.0,4.0,2076.0,330,379,10,308,9.0,100.0,45.0,100.0,0.6694214876033059,16.951004817371683
249,2.3978952727983707,2.302585092994046,31,2.5,4.0,4.0,2076.0,1338,163,10,162,8.0,90.0,40.0,100.0,0.5289256198347108,16.88356353960952
159,2.3978952727983707,2.6390573296152584,31,2.5,5.0,3.0,2078.0,5,68,10,95,8.0,130.0,24.0,100.0,0.5289256198347108,17.6441519761925
176,2.3978952727983707,2.3978952727983707,4,2.5,4.0,3.0,2075.0,873,86,1,6,7.0,100.0,42.0,100.0,0.4049586776859504,17.216707972959764
133,2.3978952727983707,3.044522437723423,11,2.5,4.0,5.0,2077.0,341,38,10,76,9.0,200.0,36.0,100.0,0.6694214876033059,16.860033043306743
297,2.3978952727983707,2.6390573296152584,20,2.5,5.0,4.0,2071.0,1330,213,13,367,9.0,130.0,90.0,100.0,0.6694214876033059,16.993564429978885
397,2.3978952727983707,3.1354942159291497,31,3.0,6.0,3.0,2072.0,1058,316,10,268,9.0,220.0,81.0,100.0,0.6694214876033059,17.370858648025116
131,2.3978952727983707,3.044522437723423,31,2.5,5.0,4.0,2079.0,385,36,13,340,9.0,200.0,18.0,100.0,0.6694214876033059,17.747336210296442
379,2.3978952727983707,2.5649493574615367,4,2.5,4.0,4.0,2062.0,188,298,10,254,8.0,120.0,152.0,100.0,0.5289256198347108,17.453096744006448
288,2.3978952727983707,2.6390573296152584,25,4.5,5.0,4.0,2079.0,713,203,13,364,9.0,130.0,18.0,100.0,0.6694214876033059,17.989897843244528
252,2.3978952727983707,2.6390573296152584,20,2.5,6.0,4.0,2065.0,143,166,13,359,10.0,130.0,160.0,100.0,0.8264462809917354,16.61887099947687
452,2.3978952727983707,2.5649493574615367,4,3.0,5.0,4.0,2074.0,113,377,13,395,9.0,120.0,63.0,100.0,0.6694214876033059,17.1654146803266
120,2.3978952727983707,2.6390573296152584,20,2.5,4.0,4.0,2076.0,113,26,10,66,8.0,130.0,40.0,100.0,0.5289256198347108,17.72753358339242
95,2.3978952727983707,2.5649493574615367,16,3.5,10.0,3.0,2060.0,385,4,10,50,13.0,120.0,273.0,100.0,1.3966942148760333,16.759949589762293
153,2.3978952727983707,2.6390573296152584,20,2.5,5.0,4.0,2076.0,98,61,10,91,9.0,130.0,45.0,100.0,0.6694214876033059,17.21001898503268
153,2.3978952727983707,2.772588722239781,25,3.5,7.0,8.0,2074.0,1342,61,10,91,15.0,150.0,105.0,100.0,1.8595041322314048,17.822843761378564
218,2.3978952727983707,2.302585092994046,25,4.5,5.0,4.0,2079.0,98,129,10,136,9.0,90.0,18.0,100.0,0.6694214876033059,17.439851517607305
437,2.3978952727983707,2.5649493574615367,20,2.5,5.0,4.0,2076.0,1321,361,1,28,9.0,120.0,45.0,100.0,0.6694214876033059,17.287477041570536
153,2.3978952727983707,2.6390573296152584,20,2.5,5.0,4.0,2075.0,1104,61,10,91,9.0,130.0,54.0,100.0,0.6694214876033059,17.6762402900575
196,2.3978952727983707,3.6109179126442243,24,4.5,7.0,7.0,2060.0,1088,106,10,121,14.0,360.0,294.0,100.0,1.6198347107438016,18.049617077054286
350,2.3978952727983707,2.6390573296152584,15,2.5,4.0,5.0,2060.0,82,269,10,230,9.0,130.0,189.0,100.0,0.6694214876033059,17.822843761378564
252,2.3978952727983707,2.6390573296152584,11,3.0,4.0,1.0,2074.0,385,166,13,359,5.0,130.0,35.0,100.0,0.20661157024793386,17.399029524198163
69,2.3978952727983707,2.6390573296152584,1,2.5,4.0,4.0,2077.0,931,328,10,274,8.0,130.0,32.0,100.0,0.5289256198347108,17.11134746100564
228,2.3978952727983707,2.3978952727983707,11,2.5,8.0,5.0,2074.0,61,139,10,144,13.0,100.0,91.0,100.0,1.3966942148760333,17.453096744006448
242,2.3978952727983707,3.1354942159291497,6,2.5,7.0,5.0,2078.0,1398,156,10,157,12.0,220.0,36.0,100.0,1.190082644628099,17.216707972959764
405,2.3978952727983707,2.6390573296152584,31,2.5,3.0,4.0,2076.0,713,323,10,273,7.0,130.0,35.0,100.0,0.4049586776859504,17.479072229734946
54,2.3978952727983707,2.6390573296152584,9,2.5,8.0,4.0,2062.0,1397,257,10,224,12.0,130.0,228.0,100.0,1.190082644628099,17.439851517607305
252,2.3978952727983707,2.6390573296152584,20,2.5,5.0,5.0,2072.0,704,166,13,359,10.0,130.0,90.0,100.0,0.8264462809917354,17.129696599000436
86,2.3978952727983707,2.6390573296152584,0,3.5,8.0,3.0,2079.0,1398,380,10,309,11.0,130.0,22.0,100.0,1.0,16.733281344102608
153,2.3978952727983707,2.6390573296152584,15,2.5,7.0,5.0,2070.0,113,61,10,91,12.0,130.0,132.0,100.0,1.190082644628099,17.46616882523204
405,2.3978952727983707,2.3978952727983707,20,2.5,6.0,4.0,2079.0,103,323,10,273,10.0,100.0,20.0,100.0,0.8264462809917354,17.034386422832473
252,2.3978952727983707,2.6390573296152584,11,2.5,3.0,4.0,2076.0,98,166,13,359,7.0,130.0,35.0,100.0,0.4049586776859504,16.97251102166758
455,2.3978952727983707,2.6390573296152584,11,2.5,4.0,4.0,2078.0,406,380,10,309,8.0,130.0,24.0,100.0,0.5289256198347108,16.61887099947687
149,2.3978952727983707,2.6390573296152584,11,4.0,7.0,3.0,2075.0,13,55,10,85,10.0,130.0,60.0,100.0,0.8264462809917354,18.197537205138154
131,2.3978952727983707,2.833213344056216,20,2.0,4.0,4.0,2076.0,362,36,13,340,8.0,160.0,40.0,100.0,0.5289256198347108,17.622173069956816
452,2.3978952727983707,3.044522437723423,24,2.5,4.0,4.0,2068.0,1226,377,13,395,8.0,200.0,104.0,100.0,0.5289256198347108,16.341239282272525
355,2.3978952727983707,3.044522437723423,24,2.5,4.0,5.0,2071.0,1333,274,10,235,9.0,200.0,90.0,100.0,0.6694214876033059,17.281246492014
424,2.3978952727983707,2.5649493574615367,4,2.5,5.0,3.0,2068.0,84,345,4,39,8.0,120.0,104.0,100.0,0.5289256198347108,16.300417291085605
447,2.3978952727983707,3.044522437723423,31,2.5,5.0,4.0,2076.0,890,372,13,393,9.0,200.0,45.0,100.0,0.6694214876033059,17.453096744006448
384,2.3978952727983707,2.6390573296152584,31,2.5,4.0,4.0,2070.0,658,303,10,258,8.0,130.0,88.0,100.0,0.5289256198347108,16.588099342704055
247,2.3978952727983707,2.772588722239781,24,2.5,5.0,5.0,2072.0,402,161,10,160,10.0,150.0,90.0,100.0,0.8264462809917354,17.281246492014
228,2.3978952727983707,3.044522437723423,4,2.5,5.0,4.0,2074.0,201,139,10,144,9.0,200.0,63.0,100.0,0.6694214876033059,16.929025911619092
153,2.3978952727983707,2.6390573296152584,25,2.5,4.0,5.0,2079.0,1083,61,10,91,9.0,130.0,18.0,100.0,0.6694214876033059,17.909855136853043
264,2.3978952727983707,2.6390573296152584,20,2.5,6.0,4.0,2079.0,1352,178,10,170,10.0,130.0,20.0,100.0,0.8264462809917354,16.929025911619092
240,2.3978952727983707,3.044522437723423,20,2.5,3.0,4.0,2068.0,715,153,13,356,7.0,200.0,91.0,100.0,0.4049586776859504,17.11134746100564
33,2.3978952727983707,2.6390573296152584,27,2.5,5.0,3.0,2078.0,1364,166,13,359,8.0,130.0,24.0,100.0,0.5289256198347108,17.265498135541893
307,2.3978952727983707,2.6390573296152584,4,2.5,3.0,2.0,2076.0,596,223,1,17,5.0,130.0,25.0,100.0,0.20661157024793386,17.370858648025116
120,2.3978952727983707,2.5649493574615367,11,2.5,3.0,3.0,2076.0,550,26,10,66,6.0,120.0,30.0,100.0,0.29752066115702475,17.989897843244528
278,2.3978952727983707,2.6390573296152584,20,2.5,7.0,4.0,2078.0,373,190,10,180,11.0,130.0,33.0,100.0,1.0,17.281246492014
153,2.3978952727983707,2.5649493574615367,20,2.5,4.0,4.0,2069.0,225,61,10,91,8.0,120.0,96.0,100.0,0.5289256198347108,17.281246492014
65,2.3978952727983707,3.044522437723423,18,2.5,5.0,2.0,2076.0,1398,333,10,278,7.0,200.0,35.0,100.0,0.4049586776859504,17.707330876483063
455,2.3978952727983707,2.833213344056216,20,2.5,5.0,4.0,2075.0,1205,380,10,309,9.0,160.0,54.0,100.0,0.6694214876033059,16.41820031748273
190,2.3978952727983707,3.295836866004329,31,2.5,4.0,3.0,2070.0,55,99,13,349,7.0,260.0,77.0,100.0,0.4049586776859504,16.733281344102608
252,2.3978952727983707,2.4849066497880004,16,2.5,4.0,4.0,2076.0,233,166,13,359,8.0,110.0,40.0,100.0,0.5289256198347108,17.0926553286923
240,2.3978952727983707,2.6390573296152584,4,2.5,5.0,3.0,2075.0,554,153,13,356,8.0,130.0,48.0,100.0,0.5289256198347108,17.073607134447293
252,2.3978952727983707,2.6390573296152584,4,2.5,4.0,3.0,2068.0,1335,166,13,359,7.0,130.0,91.0,100.0,0.4049586776859504,16.785925074816024
180,2.3978952727983707,2.3978952727983707,20,1.0,2.0,1.0,2060.0,590,90,10,110,3.0,100.0,63.0,100.0,0.07438016528925619,16.52356082573315
120,2.3978952727983707,2.772588722239781,24,2.5,7.0,6.0,2076.0,383,26,10,66,13.0,150.0,65.0,100.0,1.3966942148760333,18.379858759848776
427,2.3978952727983707,2.5649493574615367,11,3.5,9.0,3.0,2076.0,711,348,10,287,12.0,120.0,60.0,100.0,1.190082644628099,16.951004817371683
433,2.3978952727983707,2.3978952727983707,11,1.0,2.0,1.0,2062.0,256,357,1,27,3.0,100.0,57.0,100.0,0.07438016528925619,15.830413711839864
352,2.3978952727983707,2.6390573296152584,31,2.5,6.0,4.0,2071.0,446,271,10,232,10.0,130.0,100.0,100.0,0.8264462809917354,17.46616882523204
427,2.3978952727983707,2.70805020110221,20,2.0,5.0,3.0,2062.0,92,348,10,287,8.0,140.0,152.0,100.0,0.5289256198347108,18.064005814299346
363,2.3978952727983707,2.833213344056216,31,2.5,5.0,4.0,2072.0,1104,282,10,242,9.0,160.0,81.0,100.0,0.6694214876033059,17.129696599000436
345,2.3978952727983707,3.044522437723423,20,2.5,4.0,4.0,2073.0,249,263,13,378,8.0,200.0,64.0,100.0,0.5289256198347108,17.182806422433504
153,2.3978952727983707,2.70805020110221,4,2.5,5.0,5.0,2064.0,1223,61,10,91,10.0,140.0,170.0,100.0,0.8264462809917354,17.281246492014
228,2.3978952727983707,2.6390573296152584,4,3.0,6.0,4.0,2077.0,752,139,10,144,10.0,130.0,40.0,100.0,0.8264462809917354,17.281246492014
412,2.3978952727983707,3.044522437723423,11,2.5,4.0,5.0,2078.0,1134,333,10,278,9.0,200.0,27.0,100.0,0.6694214876033059,17.622173069956816
353,2.3978952727983707,2.772588722239781,20,3.0,6.0,6.0,2066.0,1207,272,10,233,12.0,150.0,180.0,100.0,1.190082644628099,18.1462439114085
52,2.3978952727983707,2.6390573296152584,4,2.5,4.0,1.0,2073.0,1398,257,10,224,5.0,130.0,40.0,100.0,0.20661157024793386,17.216707972959764
252,2.3978952727983707,2.6390573296152584,4,3.5,5.0,4.0,2076.0,713,166,13,359,9.0,130.0,45.0,100.0,0.6694214876033059,17.11134746100564
288,2.3978952727983707,3.044522437723423,24,2.5,4.0,4.0,2078.0,824,203,13,364,8.0,200.0,24.0,100.0,0.5289256198347108,17.565014657424058
218,2.3978952727983707,2.9444389791664403,4,3.5,6.0,3.0,2060.0,456,129,10,136,9.0,180.0,189.0,100.0,0.6694214876033059,17.296750678069195
118,2.3978952727983707,2.6390573296152584,11,2.5,8.0,4.0,2072.0,1308,23,10,63,12.0,130.0,108.0,100.0,1.190082644628099,17.281246492014
200,2.3978952727983707,2.772588722239781,20,4.5,28.0,7.0,2058.0,643,110,10,124,35.0,150.0,805.0,100.0,10.12396694214876,18.757152987716434
136,2.3978952727983707,2.4849066497880004,25,2.5,5.0,3.0,2075.0,68,42,13,341,8.0,110.0,48.0,100.0,0.5289256198347108,17.0926553286923
300,2.3978952727983707,2.70805020110221,24,5.0,14.0,14.0,2078.0,615,216,8,46,28.0,140.0,84.0,100.0,6.479338842975206,17.281246492014
476,2.3978952727983707,2.5649493574615367,25,5.0,9.0,9.0,2078.0,1368,404,10,327,18.0,120.0,54.0,100.0,2.6776859504132235,17.989897843244528
167,2.3978952727983707,2.70805020110221,11,2.5,4.0,3.0,2073.0,1044,77,10,101,7.0,140.0,56.0,100.0,0.4049586776859504,17.249497794707484
403,2.3978952727983707,2.6390573296152584,22,2.5,6.0,3.0,2062.0,839,321,1,22,9.0,130.0,171.0,100.0,0.6694214876033059,17.034386422832473
347,2.3978952727983707,2.6390573296152584,11,2.5,6.0,5.0,2075.0,883,266,13,381,11.0,130.0,66.0,100.0,1.0,17.249497794707484
77,2.3978952727983707,2.833213344056216,2,2.5,6.0,3.0,2074.0,1398,348,10,287,9.0,160.0,63.0,100.0,0.6694214876033059,16.993564429978885
393,2.3978952727983707,3.1354942159291497,11,3.5,4.0,4.0,2074.0,519,313,10,266,8.0,220.0,56.0,100.0,0.5289256198347108,17.281246492014
131,2.3978952727983707,2.833213344056216,24,3.5,4.0,5.0,2070.0,722,36,13,340,9.0,160.0,99.0,100.0,0.6694214876033059,17.034386422832473
133,2.3978952727983707,2.3978952727983707,11,2.5,5.0,3.0,2070.0,405,38,10,76,8.0,100.0,88.0,100.0,0.5289256198347108,17.19990085520835
131,2.3978952727983707,3.044522437723423,25,2.5,7.0,7.0,2072.0,119,36,13,340,14.0,200.0,126.0,100.0,1.6198347107438016,17.399029524198163
379,2.3978952727983707,2.6390573296152584,15,1.0,2.0,2.0,2076.0,263,298,10,254,4.0,130.0,20.0,100.0,0.1322314049586777,17.147715103853763
252,2.3978952727983707,3.295836866004329,31,3.0,5.0,4.0,2076.0,713,166,13,359,9.0,260.0,45.0,100.0,0.6694214876033059,17.341871111992198
176,2.3978952727983707,3.044522437723423,24,3.5,12.0,4.0,2078.0,260,86,1,6,16.0,200.0,48.0,100.0,2.115702479338843,17.034386422832473
455,2.3978952727983707,2.6390573296152584,4,3.5,5.0,5.0,2066.0,223,380,10,309,10.0,130.0,150.0,100.0,0.8264462809917354,17.216707972959764
304,2.3978952727983707,2.6390573296152584,4,2.5,4.0,3.0,2076.0,695,220,10,196,7.0,130.0,35.0,100.0,0.4049586776859504,17.249497794707484
405,2.3978952727983707,2.5649493574615367,31,2.5,3.0,4.0,2075.0,221,323,10,273,7.0,120.0,42.0,100.0,0.4049586776859504,17.296750678069195
338,2.3978952727983707,2.3978952727983707,20,2.5,6.0,3.0,2078.0,344,254,10,221,9.0,100.0,27.0,100.0,0.6694214876033059,16.785925074816024
222,2.3978952727983707,2.5649493574615367,26,3.0,11.0,5.0,2078.0,1193,133,10,138,16.0,120.0,48.0,100.0,2.115702479338843,17.370858648025116
240,2.3978952727983707,2.3978952727983707,20,2.5,3.0,3.0,2073.0,611,153,13,356,6.0,100.0,48.0,100.0,0.29752066115702475,17.216707972959764
161,2.3978952727983707,2.6390573296152584,20,2.0,4.0,2.0,2069.0,1345,70,13,346,6.0,130.0,72.0,100.0,0.29752066115702475,17.1654146803266
220,2.3978952727983707,3.044522437723423,11,2.5,5.0,4.0,2070.0,514,131,13,354,9.0,200.0,99.0,100.0,0.6694214876033059,17.550796408758714
153,2.3978952727983707,2.6390573296152584,31,2.5,4.0,4.0,2080.0,1040,61,10,91,8.0,130.0,8.0,100.0,0.5289256198347108,17.6441519761925
455,2.3978952727983707,2.6390573296152584,11,1.0,3.0,3.0,2076.0,355,380,10,309,6.0,130.0,30.0,100.0,0.29752066115702475,16.257857680289998
206,2.3978952727983707,2.6390573296152584,15,2.5,4.0,4.0,2075.0,1037,116,10,127,8.0,130.0,48.0,100.0,0.5289256198347108,17.19990085520835
245,2.3978952727983707,2.5649493574615367,31,2.5,7.0,3.0,2076.0,223,159,10,159,10.0,120.0,50.0,100.0,0.8264462809917354,17.296750678069195
191,2.3978952727983707,2.5649493574615367,4,2.5,5.0,3.0,2071.0,223,100,10,117,8.0,120.0,80.0,100.0,0.5289256198347108,16.860033043306743
347,2.3978952727983707,2.772588722239781,25,2.5,4.0,4.0,2068.0,1279,266,13,381,8.0,150.0,104.0,100.0,0.5289256198347108,17.312018149733785
77,2.3978952727983707,2.70805020110221,23,3.5,5.0,3.0,2079.0,1365,348,10,287,8.0,140.0,16.0,100.0,0.5289256198347108,16.97251102166758
190,2.3978952727983707,2.6390573296152584,20,3.0,6.0,4.0,2078.0,753,99,13,349,10.0,130.0,30.0,100.0,0.8264462809917354,16.759949589762293
245,2.3978952727983707,2.5649493574615367,11,2.5,5.0,4.0,2078.0,167,159,10,159,9.0,120.0,27.0,100.0,0.6694214876033059,17.265498135541893
455,2.3978952727983707,2.833213344056216,4,2.5,5.0,4.0,2071.0,1250,380,10,309,9.0,160.0,90.0,100.0,0.6694214876033059,16.759949589762293
371,2.3978952727983707,2.6390573296152584,24,2.5,11.0,3.0,2070.0,1163,290,10,247,14.0,130.0,154.0,100.0,1.6198347107438016,16.677711496036597
153,2.3978952727983707,2.6390573296152584,25,2.5,4.0,4.0,2077.0,1037,61,10,91,8.0,130.0,32.0,100.0,0.5289256198347108,17.370858648025116
108,2.3978952727983707,2.833213344056216,11,2.5,3.0,3.0,2076.0,646,15,10,58,6.0,160.0,30.0,100.0,0.29752066115702475,16.920097281273396
379,2.3978952727983707,3.044522437723423,4,2.5,5.0,6.0,2059.0,157,298,10,254,11.0,200.0,242.0,100.0,1.0,17.479072229734946
153,2.3978952727983707,2.6390573296152584,4,2.5,6.0,3.0,2080.0,113,61,10,91,9.0,130.0,9.0,100.0,0.6694214876033059,17.41282284594998
434,2.3978952727983707,2.5649493574615367,4,2.5,4.0,3.0,2075.0,174,358,10,295,7.0,120.0,42.0,100.0,0.4049586776859504,18.064005814299346
96,2.3978952727983707,1.6094379124341003,31,4.0,4.0,2.0,2071.0,231,5,10,51,6.0,40.0,60.0,100.0,0.29752066115702475,16.380459992348886
224,2.3978952727983707,2.5649493574615367,20,2.5,4.0,3.0,2078.0,234,135,10,140,7.0,120.0,21.0,100.0,0.4049586776859504,18.5159909328476
153,2.3978952727983707,2.70805020110221,4,2.5,5.0,5.0,2058.0,1082,61,10,91,10.0,140.0,230.0,100.0,0.8264462809917354,17.281246492014
224,2.3978952727983707,3.044522437723423,21,2.5,5.0,4.0,2075.0,78,135,10,140,9.0,200.0,54.0,100.0,0.6694214876033059,17.426428497635523
245,2.3978952727983707,2.70805020110221,11,2.5,5.0,5.0,2071.0,98,159,10,159,10.0,140.0,100.0,100.0,0.8264462809917354,17.265498135541893
440,2.3978952727983707,2.5649493574615367,31,2.5,5.0,5.0,2060.0,223,365,10,300,10.0,120.0,210.0,100.0,0.8264462809917354,16.845644306544774
252,2.3978952727983707,2.70805020110221,4,2.5,4.0,4.0,2070.0,599,166,13,359,8.0,140.0,88.0,100.0,0.5289256198347108,16.733281344102608
434,2.3978952727983707,2.5649493574615367,20,2.5,4.0,4.0,2077.0,211,358,10,295,8.0,120.0,32.0,100.0,0.5289256198347108,17.216707972959764
396,2.3978952727983707,2.70805020110221,25,3.5,6.0,5.0,2066.0,209,315,10,267,11.0,140.0,165.0,100.0,1.0,17.249497794707484
452,2.3978952727983707,3.044522437723423,24,2.5,4.0,4.0,2061.0,1034,377,13,395,8.0,200.0,160.0,100.0,0.5289256198347108,17.622173069956816
191,2.3978952727983707,2.5649493574615367,4,2.5,5.0,4.0,2077.0,1348,100,10,117,9.0,120.0,36.0,100.0,0.6694214876033059,17.281246492014
191,2.3978952727983707,3.295836866004329,20,2.5,3.0,4.0,2076.0,23,100,10,117,7.0,260.0,35.0,100.0,0.4049586776859504,16.906553056777135
149,2.3978952727983707,3.044522437723423,4,3.0,7.0,4.0,2072.0,385,55,10,85,11.0,200.0,99.0,100.0,1.0,17.622173069956816
320,2.3978952727983707,3.044522437723423,35,4.0,8.0,7.0,2070.0,324,237,10,207,15.0,200.0,165.0,100.0,1.8595041322314048,17.65496289206296
455,2.3978952727983707,2.6390573296152584,11,3.0,6.0,5.0,2065.0,1246,380,10,309,11.0,130.0,176.0,100.0,1.0,17.073607134447293
462,2.3978952727983707,2.6390573296152584,20,2.5,5.0,5.0,2070.0,201,389,13,398,10.0,130.0,110.0,100.0,0.8264462809917354,16.785925074816024
131,2.3978952727983707,3.044522437723423,31,2.5,3.0,4.0,2075.0,362,36,13,340,7.0,200.0,42.0,100.0,0.4049586776859504,17.129696599000436
131,2.3978952727983707,3.044522437723423,11,2.5,4.0,4.0,2075.0,584,36,13,340,8.0,200.0,48.0,100.0,0.5289256198347108,17.453096744006448
153,2.3978952727983707,2.6390573296152584,4,2.5,6.0,3.0,2060.0,113,61,10,91,9.0,130.0,189.0,100.0,0.6694214876033059,17.356469910987094
347,2.3978952727983707,2.3978952727983707,15,3.0,5.0,3.0,2059.0,1337,266,13,381,8.0,100.0,176.0,100.0,0.5289256198347108,17.399029524198163
427,2.3978952727983707,3.044522437723423,4,2.5,5.0,4.0,2076.0,1398,348,10,287,9.0,200.0,45.0,100.0,0.6694214876033059,17.0926553286923
433,2.3978952727983707,2.3978952727983707,4,3.5,10.0,3.0,2074.0,59,357,1,27,13.0,100.0,91.0,100.0,1.3966942148760333,16.860033043306743
153,2.3978952727983707,3.258096538021482,25,2.5,6.0,5.0,2074.0,419,61,10,91,11.0,250.0,77.0,100.0,1.0,17.281246492014
396,2.3978952727983707,3.044522437723423,20,2.5,6.0,4.0,2054.0,812,315,10,267,10.0,200.0,270.0,100.0,0.8264462809917354,17.147715103853763
77,2.3978952727983707,2.3978952727983707,31,2.5,6.0,3.0,2076.0,1398,348,10,287,9.0,100.0,45.0,100.0,0.6694214876033059,17.312018149733785
198,2.3978952727983707,3.044522437723423,4,2.5,5.0,5.0,2079.0,103,108,10,122,10.0,200.0,20.0,100.0,0.8264462809917354,16.5563506464056
444,2.3978952727983707,2.833213344056216,4,2.0,5.0,4.0,2063.0,231,369,10,302,9.0,160.0,162.0,100.0,0.6694214876033059,15.955576839107596
190,2.3978952727983707,3.044522437723423,15,2.5,5.0,4.0,2072.0,1360,99,13,349,9.0,200.0,81.0,100.0,0.6694214876033059,17.11134746100564
153,2.3978952727983707,2.5649493574615367,11,2.5,6.0,5.0,2078.0,362,61,10,91,11.0,120.0,33.0,100.0,1.0,17.182806422433504
382,2.3978952727983707,3.044522437723423,20,2.5,5.0,4.0,2074.0,219,301,10,256,9.0,200.0,63.0,100.0,0.6694214876033059,18.02763817065757
252,2.3978952727983707,3.044522437723423,4,2.5,4.0,4.0,2078.0,710,166,13,359,8.0,200.0,24.0,100.0,0.5289256198347108,17.296750678069195
406,2.3978952727983707,2.6390573296152584,20,2.5,5.0,5.0,2076.0,282,324,13,385,10.0,130.0,50.0,100.0,0.8264462809917354,16.951004817371683
434,2.3978952727983707,2.6390573296152584,11,2.5,5.0,3.0,2078.0,223,358,10,295,8.0,130.0,24.0,100.0,0.5289256198347108,16.588099342704055
329,2.3978952727983707,2.3978952727983707,20,2.5,11.0,4.0,2076.0,113,245,10,214,15.0,100.0,75.0,100.0,1.8595041322314048,17.281246492014
347,2.3978952727983707,3.044522437723423,4,2.5,4.0,5.0,2076.0,98,266,13,381,9.0,200.0,45.0,100.0,0.6694214876033059,17.147715103853763
292,2.3978952727983707,2.3978952727983707,11,3.5,9.0,4.0,2056.0,231,208,10,191,13.0,100.0,325.0,100.0,1.3966942148760333,17.491811255187805
318,2.3978952727983707,2.3978952727983707,24,3.5,5.0,4.0,2080.0,211,235,10,205,9.0,100.0,9.0,100.0,0.6694214876033059,18.603002309079653
427,2.3978952727983707,2.70805020110221,11,2.5,4.0,5.0,2065.0,1069,348,10,287,9.0,140.0,144.0,100.0,0.6694214876033059,17.95067713070663
252,2.3978952727983707,2.6390573296152584,20,1.0,2.0,1.0,2070.0,1169,166,13,359,3.0,130.0,33.0,100.0,0.07438016528925619,16.61887099947687
284,2.3978952727983707,2.6390573296152584,24,2.5,5.0,3.0,2078.0,94,199,10,184,8.0,130.0,24.0,100.0,0.5289256198347108,16.90199724044883
8,2.3978952727983707,2.3978952727983707,1,2.5,6.0,4.0,2061.0,1364,36,13,340,10.0,100.0,200.0,100.0,0.8264462809917354,17.909855136853043
435,2.3978952727983707,3.044522437723423,24,2.5,3.0,3.0,2076.0,726,359,13,392,6.0,200.0,30.0,100.0,0.29752066115702475,17.565014657424058
451,2.3978952727983707,3.044522437723423,25,2.5,5.0,4.0,2067.0,1164,376,13,394,9.0,200.0,126.0,100.0,0.6694214876033059,18.1657885072268
414,2.3978952727983707,2.5649493574615367,31,2.5,6.0,3.0,2076.0,946,335,13,389,9.0,120.0,45.0,100.0,0.6694214876033059,17.622173069956816
214,2.3978952727983707,2.772588722239781,20,2.5,4.0,4.0,2077.0,197,125,10,133,8.0,150.0,32.0,100.0,0.5289256198347108,17.281246492014
359,2.3978952727983707,2.302585092994046,4,4.0,9.0,6.0,2065.0,542,278,10,238,15.0,90.0,240.0,100.0,1.8595041322314048,16.600521861931007
408,2.3978952727983707,2.833213344056216,4,2.5,4.0,4.0,2075.0,1036,326,13,387,8.0,160.0,48.0,100.0,0.5289256198347108,18.1657885072268
131,2.3978952727983707,2.5649493574615367,20,2.0,3.0,4.0,2076.0,1337,36,13,340,7.0,120.0,35.0,100.0,0.4049586776859504,17.46616882523204
209,2.3978952727983707,2.3978952727983707,11,3.0,6.0,4.0,2070.0,223,120,10,130,10.0,100.0,110.0,100.0,0.8264462809917354,17.034386422832473
229,2.3978952727983707,2.6390573296152584,16,3.0,12.0,5.0,2076.0,241,141,10,146,17.0,130.0,85.0,100.0,2.3884297520661155,17.216707972959764
160,2.3978952727983707,2.3978952727983707,4,2.5,8.0,4.0,2056.0,112,69,10,96,12.0,100.0,300.0,100.0,1.190082644628099,16.733281344102608
455,2.3978952727983707,2.6390573296152584,11,2.0,4.0,4.0,2078.0,99,380,10,309,8.0,130.0,24.0,100.0,0.5289256198347108,16.341239282272525
133,2.3978952727983707,3.2188758248682006,31,3.0,6.0,6.0,2068.0,1123,38,10,76,12.0,240.0,156.0,100.0,1.190082644628099,17.989897843244528
